text,label
carrying narcotic drug with intention to deliver,Drug Trafficking
charged with illegally smuggling meth to sell on market,Drug Trafficking
marihuana for delivery,Drug Trafficking
arrested for in possession of drug for sale,Drug Trafficking
carrying controlled substance with intention to sell,Drug Trafficking
drug trafficking - felony,Drug Trafficking
possess cannabis intention to trade,Drug Trafficking
unsatisfactory conveyance of controlled substance in a correctional facility,Drug Trafficking
controlled substanc trafficking - felony,Drug Trafficking
trafficking drugs,Drug Trafficking
under suspicion of dealing in crack cocaine,Drug Trafficking
"using a controlled substance, drug, with intent to deliver 50-100 grams or more",Drug Trafficking
"arrested for a misdemeanor, selling of narcotic drug",Drug Trafficking
illegal substance for sale,Drug Trafficking
"in possession of a controlled substance, marijuana, with intent to deliver 50-100 grams or more",Drug Trafficking
carrying opioid with intention to traffic,Drug Trafficking
arrested for cocaine dealing,Drug Trafficking
"owning with intent, 15 grams of narcotic drug",Drug Trafficking
marijana trafficking - felony,Drug Trafficking
aiding and abetting to deliver narcotic drug onto grounds of a detention center,Drug Trafficking
selling drugs by the town hall,Drug Trafficking
indicted for opioid dealing,Drug Trafficking
penal facility inmate trafficked meth - felony,Drug Trafficking
distribution of cannabis,Drug Trafficking
deliver or deal methamphetamine,Drug Trafficking
possess marijuana intention to deliver,Drug Trafficking
charged with dealing in controlled substanc,Drug Trafficking
deliver or trade narcotic drug,Drug Trafficking
controlled substance trafficking - felony,Drug Trafficking
using precursors to make cocaine,Drug Trafficking
exchanging cannabis for profit,Drug Trafficking
accused of marijuana dealing,Drug Trafficking
arrested for trafficking offenses,Drug Trafficking
distributing controlled substanc,Drug Trafficking
correctional facility inmate trafficked opioid - felony,Drug Trafficking
detention center inmate trafficked marijuana - felony,Drug Trafficking
carrying fentanyl with intention to distribute,Drug Trafficking
selling illegal substance by the courthouse,Drug Trafficking
arrested for trafficking offenses,Drug Trafficking
"accused of a misdemeanor, selling of controlled substanc",Drug Trafficking
"found with a controlled substance, cannabis, with intent to deliver 750 grams or more",Drug Trafficking
under suspicion of manufacturing controlled substance,Drug Trafficking
owning precursors to make controlled substance,Drug Trafficking
having a schedule 2 substance with intent to deal,Drug Trafficking
under suspicion of making heroin for sale,Drug Trafficking
delivery of cannabis,Drug Trafficking
under suspicion of making cocaine for sale,Drug Trafficking
possessing methamphetamine for sale,Drug Trafficking
selling opioid by the shopping street,Drug Trafficking
under suspicion of a trafficking offense,Drug Trafficking
selling heroin by the library,Drug Trafficking
trafficking heroin,Drug Trafficking
possessing a schedule 6 substance with intent to deliver,Drug Trafficking
exchanging marihuana for financial gain,Drug Trafficking
arrested for making narcotic drug for sale,Drug Trafficking
accused of using heroin for sale,Drug Trafficking
carrying illegal substance for sale at a public park,Drug Trafficking
"carrying a controlled substance, illegal substance, with intent to deliver 1000 grams or more",Drug Trafficking
accused of dealing in crack cocaine,Drug Trafficking
carrying marijuana for sale at a parking lot,Drug Trafficking
"transport narcotic drug intent to trade, 50-100 grams or more",Drug Trafficking
deliver or traffic cocaine,Drug Trafficking
carrying cocaine for sale at a courthouse,Drug Trafficking
"transport controlled substance intent to deliver, 5 grams or more",Drug Trafficking
"charged with a felony, drug trafficking",Drug Trafficking
indicted for making marijana for sale,Drug Trafficking
"using a controlled substance, methamphetamine, with intent to deliver 1000 grams or more",Drug Trafficking
transporting opioid,Drug Trafficking
conspiracy to deliver controlled substanc onto grounds of a correctional facility,Drug Trafficking
possession of controlled substanc with intent,Drug Trafficking
arrested for a trafficking offense,Drug Trafficking
accused of making heroin for sale,Drug Trafficking
delivery of marijuana,Drug Trafficking
improper conveyance of fentanyl in a correctional facility,Drug Trafficking
"carrying with intent, 15 grams of marihuana",Drug Trafficking
using illegal substance for sale,Drug Trafficking
transporting narcotic drug,Drug Trafficking
deliver or deal heroin,Drug Trafficking
exchanging drug for financial profit,Drug Trafficking
carrying narcotic drug for sale at a courthouse,Drug Trafficking
"under suspicion of a felony, drug trafficking",Drug Trafficking
under suspicion of illegally smuggling meth to sell on market,Drug Trafficking
deliver or sell fentanyl,Drug Trafficking
transporting marihuana,Drug Trafficking
carrying marijuana with intention to deal,Drug Trafficking
arrested for transport of fentanyl,Drug Trafficking
"owning with intent, 50-100 grams of marijuana",Drug Trafficking
in possession of cocaine with purpose to traffic,Drug Trafficking
under suspicion of cultivating narcotic drug,Drug Trafficking
delivery of meth,Drug Trafficking
arrested for fentanyl dealing,Drug Trafficking
prison inmate trafficked illegal substance - felony,Drug Trafficking
exchanging marijana for financial gain,Drug Trafficking
under suspicion of operation of a clandestine narcotic drug laboratory,Drug Trafficking
cocaine for sale,Drug Trafficking
carrying cocaine for sale at a parking lot,Drug Trafficking
sell or deliver within 15 yards of a parking lot,Drug Trafficking
"under suspicion of a misdemeanor, selling of methamphetamine",Drug Trafficking
"under suspicion of a felony, drug trafficking",Drug Trafficking
crack cocaine for sale,Drug Trafficking
accused of a trafficking offense,Drug Trafficking
arrested for trafficking offenses,Drug Trafficking
distributing illegal substance,Drug Trafficking
"transport cannabis intent to traffic, 1000 grams or more",Drug Trafficking
possession of controlled substance with intent,Drug Trafficking
marijuana trafficking - felony,Drug Trafficking
"transport illegal substance intent to deal, 750 grams or more",Drug Trafficking
delivery of controlled substanc,Drug Trafficking
arrested for a trafficking offense,Drug Trafficking
distributing marijana,Drug Trafficking
under suspicion of manufacturing opioid,Drug Trafficking
heroin trafficking - felony,Drug Trafficking
charged with trafficking offenses,Drug Trafficking
selling crack cocaine by the busy area,Drug Trafficking
delivery of meth,Drug Trafficking
possession of methamphetamine with intent to sell,Drug Trafficking
charged with possessing cocaine for sale,Drug Trafficking
using precursors to make marihuana,Drug Trafficking
sell or deliver within 45 yards of a main street,Drug Trafficking
illegal substance trafficking - felony,Drug Trafficking
charged with manufacturing controlled substanc,Drug Trafficking
possess meth intention to sell,Drug Trafficking
accused of transport of controlled substanc,Drug Trafficking
accused of cultivating opioid,Drug Trafficking
"in possession of with intent, 250 grams of cocaine",Drug Trafficking
deliver or deal drugs,Drug Trafficking
under suspicion of operation of a clandestine marihuana laboratory,Drug Trafficking
"transport controlled substance intent to sell, 5 to 10 grams or more",Drug Trafficking
carrying illegal substance for sale at a main street,Drug Trafficking
"transport drug intent to distribute, 250 grams or more",Drug Trafficking
arrested for a trafficking offense,Drug Trafficking
carrying drug for sale at a apartment,Drug Trafficking
"charged with a misdemeanor, selling of cannabis",Drug Trafficking
deliver or distribute marijana,Drug Trafficking
arrested for dealing in crack cocaine,Drug Trafficking
conspiracy to deliver drug onto grounds of a detention center,Drug Trafficking
carrying cannabis for sale at a apartment,Drug Trafficking
indicted for a trafficking offense,Drug Trafficking
in possession of controlled substanc for sale,Drug Trafficking
having cocaine for sale,Drug Trafficking
under suspicion of making narcotic drug for sale,Drug Trafficking
carrying opioid with intention to traffic,Drug Trafficking
charged with trafficking offenses,Drug Trafficking
trafficking narcotic drug,Drug Trafficking
carrying precursors to make opioid,Drug Trafficking
selling crack cocaine by the main street,Drug Trafficking
under suspicion of a trafficking offense,Drug Trafficking
plotting to traffic marihuana onto grounds of a jail,Drug Trafficking
fentanyl for delivery,Drug Trafficking
using cocaine with purpose to sell,Drug Trafficking
delivery of meth,Drug Trafficking
aiding and abetting to traffic meth onto grounds of a jail,Drug Trafficking
distributing controlled substanc,Drug Trafficking
indicted for illegally smuggling opioid to sell on market,Drug Trafficking
accused of trafficking offenses,Drug Trafficking
arrested for illegally smuggling meth to sell on market,Drug Trafficking
charged with a trafficking offense,Drug Trafficking
planning to sell illegal substance for profit,Drug Trafficking
illegal substance trafficking - felony,Drug Trafficking
under suspicion of cultivating controlled substance,Drug Trafficking
carrying methamphetamine for sale at a library,Drug Trafficking
indicted for dealing in narcotic drug,Drug Trafficking
under suspicion of dealing in controlled substance,Drug Trafficking
jail inmate trafficked methamphetamine - felony,Drug Trafficking
accused of making illegal substance for sale,Drug Trafficking
"transport cannabis intent to trade, 5 to 10 grams or more",Drug Trafficking
found with fentanyl with purpose to deal,Drug Trafficking
indicted for illegally smuggling fentanyl to sell on market,Drug Trafficking
trafficking heroin,Drug Trafficking
distribution of controlled substanc,Drug Trafficking
transporting marijana,Drug Trafficking
accessory after the fact to trade marijuana onto grounds of a penal facility,Drug Trafficking
arrested for operation of a clandestine cannabis laboratory,Drug Trafficking
possess crack cocaine intention to deal,Drug Trafficking
arrested for transport of crack cocaine,Drug Trafficking
